CUSTGROUP,customer_name,Month,Year,Qty,Sales
CLINIC-GP,CUST-6800001,Nov,2023,9,150
CLINIC-GP,CUST-6810000,Nov,2023,7,253
GROUP-GP,CUST-6820001,Nov,2023,3,28
CLINIC-DEN,CUST-6830001,Nov,2023,0,0
CLINIC-SP,CUST-6840000,Nov,2023,12,388
GROUP-GP,CUST-6850001,Nov,2023,34,787
GROUP-GP,CUST-6860000,Nov,2023,7,399
CLINIC-GP,CUST-6870001,Nov,2023,6,115
CLINIC-SP,CUST-6880001,Nov,2023,8,191
CLINIC-SP,CUST-6890001,Nov,2023,0,0
CLINIC-GP,CUST-6900001,Nov,2023,28,274
CLINIC-GP,CUST-6910001,Nov,2023,15,704
CLINIC-SP,CUST-6920001,Nov,2023,27,473
CLINIC-GP,CUST-6930001,Nov,2023,12,268
CLINIC-SP,CUST-6940000,Nov,2023,17,280
CLINIC-SP,CUST-6950000,Nov,2023,6,283
CLINIC-SP,CUST-6960000,Nov,2023,41,1055
CLINIC-SP,CUST-6970001,Nov,2023,28,362
CLINIC-SP,CUST-6980001,Nov,2023,18,409
OTHERS,CUST-6990001,Nov,2023,15,493
CLINIC-SP,CUST-7000001,Nov,2023,6,51
CLINIC-SP,CUST-7010001,Nov,2023,0,0
CLINIC-GP,CUST-7020000,Nov,2023,20,911
CLINIC-SP,CUST-7030001,Nov,2023,0,0
GROUP-GP,CUST-7040001,Nov,2023,0,0
CLINIC-SP,CUST-7050000,Nov,2023,5,226
CLINIC-SP,CUST-7060000,Nov,2023,22,285
GROUP-GP,CUST-7070000,Nov,2023,0,23
CLINIC-SP,CUST-7080001,Nov,2023,1,315
CLINIC-SP,CUST-7090001,Nov,2023,26,365
CLINIC-SP,CUST-7100000,Nov,2023,37,646
CLINIC-SP,CUST-7110001,Nov,2023,8,237
OTHERS,CUST-7120000,Nov,2023,21,257
CLINIC-DEN,CUST-7130001,Nov,2023,15,415
CLINIC-GP,CUST-7140000,Nov,2023,2,72
CLINIC-SP,CUST-7150001,Nov,2023,0,0
GROUP-GP,CUST-7160001,Nov,2023,4,27
CLINIC-SP,CUST-7170000,Nov,2023,23,377
CLINIC-SP,CUST-7180000,Nov,2023,0,0
CLINIC-SP,CUST-7190001,Nov,2023,3,31
CLINIC-SP,CUST-7200001,Nov,2023,10,140
CLINIC-GP,CUST-7210001,Nov,2023,11,531
CLINIC-SP,CUST-7220001,Nov,2023,6,174
CLINIC-GP,CUST-7230000,Nov,2023,0,0
CLINIC-GP,CUST-7240001,Nov,2023,8,259
PH-RETAILS,CUST-7250001,Nov,2023,0,0
CLINIC-DEN,CUST-7260000,Nov,2023,40,246
CLINIC-GP,CUST-7270001,Nov,2023,0,0
CLINIC-SP,CUST-7280001,Nov,2023,11,470
CLINIC-GP,CUST-7290000,Nov,2023,27,108
CLINIC-SP,CUST-7300001,Nov,2023,16,180
CLINIC-SP,CUST-7310001,Nov,2023,23,316
CLINIC-SP,CUST-7320000,Nov,2023,3,86
CLINIC-SP,CUST-7330000,Nov,2023,9,144
CLINIC-SP,CUST-7340000,Nov,2023,14,52
CLINIC-GP,CUST-7350001,Nov,2023,14,201
CLINIC-GP,CUST-7360001,Nov,2023,0,0
CLINIC-SP,CUST-7370000,Nov,2023,15,438
CLINIC-SP,CUST-7380001,Nov,2023,3,41
CLINIC-SP,CUST-7390001,Nov,2023,23,502
CLINIC-SP,CUST-7400001,Nov,2023,0,0
CLINIC-GP,CUST-7410001,Nov,2023,25,751
CLINIC-GP,CUST-7420000,Nov,2023,7,457
CLINIC-SP,CUST-7430000,Nov,2023,25,454
CLINIC-GP,CUST-7440000,Nov,2023,36,732
CLINIC-SP,CUST-7450001,Nov,2023,79,1302
CLINIC-GP,CUST-7460000,Nov,2023,13,158
CLINIC-GP,CUST-7470000,Nov,2023,10,242
CLINIC-SP,CUST-7480000,Nov,2023,2,83
CLINIC-SP,CUST-7490000,Nov,2023,17,683
CLINIC-GP,CUST-7500001,Nov,2023,43,366
CLINIC-GP,CUST-7510000,Nov,2023,13,135
CLINIC-GP,CUST-7520000,Nov,2023,14,276
GROUP-GP,CUST-7530000,Nov,2023,47,632
CLINIC-SP,CUST-7540001,Nov,2023,0,0
CLINIC-GP,CUST-7550000,Nov,2023,8,274
OTHERS,CUST-7560001,Nov,2023,16,186
CLINIC-SP,CUST-7570000,Nov,2023,24,824
CLINIC-SP,CUST-7580001,Nov,2023,19,271
CLINIC-SP,CUST-7590001,Nov,2023,9,129
CLINIC-GP,CUST-7600001,Nov,2023,0,0
CLINIC-GP,CUST-7610000,Nov,2023,2,56
CLINIC-SP,CUST-7620000,Nov,2023,6,405
CLINIC-SP,CUST-7630000,Nov,2023,15,187
CLINIC-SP,CUST-7640001,Nov,2023,10,231
CLINIC-GP,CUST-7650001,Nov,2023,11,314
CLINIC-SP,CUST-7660000,Nov,2023,9,228
CLINIC-GP,CUST-7670001,Nov,2023,14,387
CLINIC-SP,CUST-7680000,Nov,2023,13,235
CLINIC-GP,CUST-7690000,Nov,2023,16,362
CLINIC-SP,CUST-7700001,Nov,2023,9,99
CLINIC-GP,CUST-7710001,Nov,2023,0,0
CLINIC-SP,CUST-7720001,Nov,2023,6,300
CLINIC-SP,CUST-7730001,Nov,2023,10,376
PH-RETAILS,CUST-7740001,Nov,2023,19,118
CLINIC-SP,CUST-7750001,Nov,2023,0,0
CLINIC-SP,CUST-7760000,Nov,2023,0,0
CLINIC-GP,CUST-7770000,Nov,2023,17,128
CLINIC-SP,CUST-7780001,Nov,2023,0,0
GROUP-GP,CUST-7790001,Nov,2023,23,816
CLINIC-SP,CUST-7800001,Nov,2023,4,85
CLINIC-SP,CUST-7810001,Nov,2023,12,193
CLINIC-SP,CUST-7820000,Nov,2023,28,443
CLINIC-SP,CUST-7830001,Nov,2023,8,60
CLINIC-SP,CUST-7840000,Nov,2023,24,500
PH-RETAILS,CUST-7850000,Nov,2023,8,75
CLINIC-GP,CUST-7860000,Nov,2023,3,129
CLINIC-GP,CUST-7870001,Nov,2023,6,75
CLINIC-SP,CUST-7880001,Nov,2023,0,0
CLINIC-SP,CUST-7890000,Nov,2023,6,312
GROUP-GP,CUST-7900000,Nov,2023,26,251
GROUP-GP,CUST-7910001,Nov,2023,14,360
CLINIC-SP,CUST-7920000,Nov,2023,21,363
CLINIC-SP,CUST-7930001,Nov,2023,25,310
CLINIC-GP,CUST-7940001,Nov,2023,26,244
GROUP-GP,CUST-7950001,Nov,2023,9,247
CLINIC-SP,CUST-7960001,Nov,2023,10,54
CLINIC-SP,CUST-7970000,Nov,2023,9,157
CLINIC-SP,CUST-7980001,Nov,2023,6,232
CLINIC-SP,CUST-7990001,Nov,2023,18,226
CLINIC-GP,CUST-8000001,Nov,2023,0,0
GROUP-GP,CUST-8010000,Nov,2023,3,340
CLINIC-GP,CUST-8020001,Nov,2023,13,422
CLINIC-SP,CUST-8030000,Nov,2023,3,146
CLINIC-SP,CUST-8040000,Nov,2023,11,181
CLINIC-SP,CUST-8050001,Nov,2023,26,460
CLINIC-SP,CUST-8060001,Nov,2023,0,0
CLINIC-SP,CUST-8070000,Nov,2023,12,368
CLINIC-GP,CUST-8080000,Nov,2023,0,0
GROUP-GP,CUST-8090000,Nov,2023,4,48
CLINIC-GP,CUST-8100000,Nov,2023,6,282
CLINIC-SP,CUST-8110000,Nov,2023,6,227
CLINIC-GP,CUST-8120000,Nov,2023,6,75
CLINIC-SP,CUST-8130000,Nov,2023,2,216
CLINIC-SP,CUST-8140000,Nov,2023,53,1388
CLINIC-SP,CUST-8150001,Nov,2023,0,0
CLINIC-SP,CUST-8160001,Nov,2023,0,0
CLINIC-GP,CUST-8170001,Nov,2023,28,721
CLINIC-GP,CUST-8180001,Nov,2023,5,125
OTHERS,CUST-8190001,Nov,2023,2,82
CLINIC-GP,CUST-8200001,Nov,2023,15,276
CLINIC-GP,CUST-8210001,Nov,2023,13,280
CLINIC-GP,CUST-8220000,Nov,2023,4,91
CLINIC-GP,CUST-8230000,Nov,2023,7,196
CLINIC-SP,CUST-8240000,Nov,2023,24,304
CLINIC-SP,CUST-8250000,Nov,2023,8,151
CLINIC-GP,CUST-8260001,Nov,2023,14,228
CLINIC-GP,CUST-8270000,Nov,2023,15,196
CLINIC-GP,CUST-8280000,Nov,2023,4,76
CLINIC-GP,CUST-8290001,Nov,2023,27,382
CLINIC-SP,CUST-8300001,Nov,2023,16,222
CLINIC-SP,CUST-8310001,Nov,2023,7,215
CLINIC-GP,CUST-8320001,Nov,2023,6,163
GROUP-GP,CUST-8330000,Nov,2023,14,158
CLINIC-GP,CUST-8340001,Nov,2023,16,275
CLINIC-GP,CUST-8350001,Nov,2023,13,145
CLINIC-SP,CUST-8360001,Nov,2023,5,306
CLINIC-GP,CUST-8370000,Nov,2023,4,52
CLINIC-GP,CUST-8380001,Nov,2023,29,284
CLINIC-SP,CUST-8390000,Nov,2023,0,0
CLINIC-GP,CUST-8400001,Nov,2023,7,458
CLINIC-SP,CUST-8410000,Nov,2023,2,48
CLINIC-GP,CUST-8420000,Nov,2023,10,112
CLINIC-SP,CUST-8430000,Nov,2023,1,49
CLINIC-SP,CUST-8440000,Nov,2023,5,170
CLINIC-SP,CUST-8450000,Nov,2023,4,526
CLINIC-SP,CUST-8460000,Nov,2023,12,426
CLINIC-SP,CUST-8470001,Nov,2023,10,93
GROUP-GP,CUST-8480000,Nov,2023,3,186
CLINIC-GP,CUST-8490000,Nov,2023,10,184
CLINIC-GP,CUST-8500001,Nov,2023,4,324
CLINIC-SP,CUST-8510000,Nov,2023,6,202
GROUP-GP,CUST-8520001,Nov,2023,34,533
CLINIC-SP,CUST-8530000,Nov,2023,6,278
CLINIC-GP,CUST-8540000,Nov,2023,0,0
CLINIC-SP,CUST-8550000,Nov,2023,0,0
CLINIC-SP,CUST-8560000,Nov,2023,0,0
CLINIC-SP,CUST-8570000,Nov,2023,9,625
CLINIC-SP,CUST-8580000,Nov,2023,4,109
CLINIC-SP,CUST-8590001,Nov,2023,2,76
CLINIC-SP,CUST-8600001,Nov,2023,20,147
CLINIC-GP,CUST-8610000,Nov,2023,2,75
CLINIC-SP,CUST-8620000,Nov,2023,2,137
CLINIC-GP,CUST-8630000,Nov,2023,0,0
CLINIC-SP,CUST-8640000,Nov,2023,0,0
CLINIC-GP,CUST-8650000,Nov,2023,3,275
CLINIC-SP,CUST-8660000,Nov,2023,24,477
CLINIC-SP,CUST-8670001,Nov,2023,6,106
CLINIC-SP,CUST-8680001,Nov,2023,3,206
CLINIC-SP,CUST-8690000,Nov,2023,13,204
CLINIC-SP,CUST-8700000,Nov,2023,20,221
CLINIC-GP,CUST-8710001,Nov,2023,0,0
CLINIC-GP,CUST-8720001,Nov,2023,11,191
CLINIC-GP,CUST-8730000,Nov,2023,11,285
CLINIC-SP,CUST-8740001,Nov,2023,19,216
CLINIC-SP,CUST-8750000,Nov,2023,10,132
CLINIC-GP,CUST-8760000,Nov,2023,9,111
CLINIC-SP,CUST-8770001,Nov,2023,10,326
CLINIC-SP,CUST-8780000,Nov,2023,8,184
GROUP-GP,CUST-8790001,Nov,2023,8,199
CLINIC-GP,CUST-8800000,Nov,2023,4,13
CLINIC-GP,CUST-8810001,Nov,2023,24,261
GROUP-GP,CUST-8820000,Nov,2023,12,171
CLINIC-GP,CUST-8830000,Nov,2023,0,0
CLINIC-SP,CUST-8840000,Nov,2023,6,164
CLINIC-GP,CUST-8850000,Nov,2023,10,224
CLINIC-GP,CUST-8860000,Nov,2023,19,271
CLINIC-GP,CUST-8870000,Nov,2023,10,146
CLINIC-GP,CUST-8880000,Nov,2023,7,495
CLINIC-SP,CUST-8890001,Nov,2023,17,370
CLINIC-GP,CUST-8900001,Nov,2023,2,45
CLINIC-GP,CUST-8910000,Nov,2023,8,147
CLINIC-GP,CUST-8920000,Nov,2023,0,0
CLINIC-SP,CUST-8930000,Nov,2023,54,519
CLINIC-GP,CUST-8940000,Nov,2023,8,302
CLINIC-GP,CUST-8950001,Nov,2023,9,205
CLINIC-GP,CUST-8960000,Nov,2023,19,233
CLINIC-SP,CUST-8970001,Nov,2023,8,117
CLINIC-DEN,CUST-8980000,Nov,2023,17,615
GROUP-GP,CUST-8990000,Nov,2023,0,0
CLINIC-SP,CUST-9000000,Nov,2023,8,143
CLINIC-SP,CUST-9010000,Nov,2023,23,357
CLINIC-SP,CUST-9020001,Nov,2023,16,208
CLINIC-SP,CUST-9030001,Nov,2023,10,175
CLINIC-SP,CUST-9040000,Nov,2023,16,284
GROUP-GP,CUST-9050001,Nov,2023,15,318
CLINIC-GP,CUST-9060001,Nov,2023,2,243
CLINIC-SP,CUST-9070000,Nov,2023,27,424
CLINIC-GP,CUST-9080000,Nov,2023,1,57
CLINIC-GP,CUST-9090001,Nov,2023,21,659
CLINIC-GP,CUST-9100000,Nov,2023,8,188
CLINIC-GP,CUST-9110001,Nov,2023,0,0
CLINIC-SP,CUST-9120001,Nov,2023,8,286
CLINIC-GP,CUST-9130000,Nov,2023,2,53
CLINIC-SP,CUST-9140001,Nov,2023,0,0
CLINIC-SP,CUST-9150001,Nov,2023,14,68
CLINIC-SP,CUST-9160001,Nov,2023,2,189
CLINIC-SP,CUST-9170001,Nov,2023,14,699
CLINIC-GP,CUST-9180001,Nov,2023,9,200
CLINIC-SP,CUST-9190000,Nov,2023,8,667
CLINIC-GP,CUST-9200001,Nov,2023,7,180
CLINIC-GP,CUST-9210000,Nov,2023,6,201
CLINIC-GP,CUST-9220000,Nov,2023,11,625
CLINIC-GP,CUST-9230000,Nov,2023,16,135
GROUP-GP,CUST-9240001,Nov,2023,2,143
CLINIC-SP,CUST-9250000,Nov,2023,12,480
CLINIC-SP,CUST-9260001,Nov,2023,14,98
CLINIC-GP,CUST-9270000,Nov,2023,48,424
CLINIC-GP,CUST-9280001,Nov,2023,3,36
OTHERS,CUST-9290001,Nov,2023,14,327
GROUP-GP,CUST-9300001,Nov,2023,9,159
CLINIC-GP,CUST-9310000,Nov,2023,10,225
GROUP-GP,CUST-9320000,Nov,2023,6,216
CLINIC-GP,CUST-9330001,Nov,2023,18,469
CLINIC-DEN,CUST-9340001,Nov,2023,0,0
CLINIC-GP,CUST-9350000,Nov,2023,12,260
CLINIC-GP,CUST-9360001,Nov,2023,8,117
CLINIC-SP,CUST-9370001,Nov,2023,13,195
CLINIC-SP,CUST-9380001,Nov,2023,2,209
CLINIC-GP,CUST-9390001,Nov,2023,8,56
CLINIC-GP,CUST-9400001,Nov,2023,14,213
CLINIC-SP,CUST-9410000,Nov,2023,3,100
CLINIC-GP,CUST-9420000,Nov,2023,14,257
CLINIC-GP,CUST-9430001,Nov,2023,2,121
CLINIC-GP,CUST-9440000,Nov,2023,7,106
GROUP-GP,CUST-9450000,Nov,2023,6,191
CLINIC-SP,CUST-9460001,Nov,2023,0,0
CLINIC-GP,CUST-9470001,Nov,2023,0,0
CLINIC-SP,CUST-9480001,Nov,2023,31,757
CLINIC-SP,CUST-9490000,Nov,2023,1,66
CLINIC-SP,CUST-9500001,Nov,2023,8,393
CLINIC-SP,CUST-9510001,Nov,2023,7,44
CLINIC-SP,CUST-9520001,Nov,2023,6,384
CLINIC-GP,CUST-9530000,Nov,2023,2,72
CLINIC-SP,CUST-9540001,Nov,2023,0,0
CLINIC-SP,CUST-9550001,Nov,2023,10,146
CLINIC-DEN,CUST-9560000,Nov,2023,4,72
CLINIC-SP,CUST-9570000,Nov,2023,0,0
CLINIC-SP,CUST-9580000,Nov,2023,0,0
CLINIC-SP,CUST-9590001,Nov,2023,18,145
CLINIC-SP,CUST-9600001,Nov,2023,12,387
OTHERS,CUST-9610001,Nov,2023,3,112
OTHERS,CUST-9620000,Nov,2023,0,0
CLINIC-GP,CUST-9630000,Nov,2023,0,0
CLINIC-GP,CUST-9640000,Nov,2023,1,64
CLINIC-SP,CUST-9650000,Nov,2023,9,289
CLINIC-GP,CUST-9660001,Nov,2023,8,103
GROUP-GP,CUST-9670000,Nov,2023,13,183
CLINIC-SP,CUST-9680001,Nov,2023,0,0
CLINIC-GP,CUST-9690000,Nov,2023,9,303
CLINIC-SP,CUST-9700000,Nov,2023,1,224
GROUP-GP,CUST-9710001,Nov,2023,10,367
CLINIC-SP,CUST-9720001,Nov,2023,10,60
CLINIC-DEN,CUST-9730000,Nov,2023,43,616
GROUP-GP,CUST-9740001,Nov,2023,6,45
CLINIC-SP,CUST-9750001,Nov,2023,8,322
CLINIC-GP,CUST-9760001,Nov,2023,10,110
CLINIC-SP,CUST-9770001,Nov,2023,0,0
CLINIC-SP,CUST-9780001,Nov,2023,1,71
CLINIC-GP,CUST-9790001,Nov,2023,19,881
CLINIC-SP,CUST-9800001,Nov,2023,11,249
CLINIC-SP,CUST-9810000,Nov,2023,4,229
CLINIC-SP,CUST-9820001,Nov,2023,9,200
CLINIC-GP,CUST-9830000,Nov,2023,4,55
CLINIC-GP,CUST-9840000,Nov,2023,2,67
CLINIC-SP,CUST-9850001,Nov,2023,4,415
CLINIC-GP,CUST-9860000,Nov,2023,6,153
CLINIC-SP,CUST-9870000,Nov,2023,7,152
CLINIC-SP,CUST-9880000,Nov,2023,37,243
CLINIC-SP,CUST-9890000,Nov,2023,0,0
OTHERS,CUST-9900000,Nov,2023,0,0
CLINIC-GP,CUST-9910000,Nov,2023,5,152
CLINIC-SP,CUST-9920000,Nov,2023,2,61
GROUP-GP,CUST-9930001,Nov,2023,6,205
CLINIC-SP,CUST-9940000,Nov,2023,33,252
CLINIC-SP,CUST-9950001,Nov,2023,7,382
CLINIC-GP,CUST-9960000,Nov,2023,2,120
CLINIC-SP,CUST-9970001,Nov,2023,4,111
CLINIC-SP,CUST-9980000,Nov,2023,40,1257
CLINIC-SP,CUST-9990000,Nov,2023,20,519
GROUP-GP,CUST-10000001,Nov,2023,2,44
CLINIC-SP,CUST-10010000,Nov,2023,0,0
CLINIC-SP,CUST-10020000,Nov,2023,0,0
CLINIC-SP,CUST-10030000,Nov,2023,0,0
CLINIC-SP,CUST-10040001,Nov,2023,8,134
CLINIC-SP,CUST-10050001,Nov,2023,12,140
CLINIC-GP,CUST-10060001,Nov,2023,5,514
CLINIC-SP,CUST-10070001,Nov,2023,13,292
CLINIC-SP,CUST-10080001,Nov,2023,3,195
GROUP-GP,CUST-10090001,Nov,2023,0,0
CLINIC-SP,CUST-10100001,Nov,2023,13,192
CLINIC-SP,CUST-10110000,Nov,2023,7,293
OTHERS,CUST-10120000,Nov,2023,0,0
CLINIC-GP,CUST-10130001,Nov,2023,11,153
CLINIC-SP,CUST-10140001,Nov,2023,2,183
CLINIC-GP,CUST-10150001,Nov,2023,2,64
CLINIC-DEN,CUST-10160000,Nov,2023,4,197
CLINIC-GP,CUST-10170000,Nov,2023,2,270
GROUP-GP,CUST-10180000,Nov,2023,10,469
CLINIC-DEN,CUST-10190001,Nov,2023,0,0
CLINIC-GP,CUST-10200001,Nov,2023,17,142
CLINIC-GP,CUST-10210001,Nov,2023,12,152
CLINIC-SP,CUST-10220001,Nov,2023,11,616
CLINIC-SP,CUST-10230000,Nov,2023,16,93
CLINIC-SP,CUST-10240001,Nov,2023,4,157
CLINIC-GP,CUST-10250001,Nov,2023,6,115
CLINIC-GP,CUST-10260001,Nov,2023,5,127
CLINIC-SP,CUST-10270000,Nov,2023,8,104
OTHERS,CUST-10280000,Nov,2023,74,331
CLINIC-SP,CUST-10290000,Nov,2023,25,333
CLINIC-SP,CUST-10300000,Nov,2023,12,346
CLINIC-GP,CUST-10310001,Nov,2023,10,280
CLINIC-SP,CUST-10320001,Nov,2023,0,0
CLINIC-SP,CUST-10330000,Nov,2023,4,128
GROUP-GP,CUST-10340001,Nov,2023,10,87
CLINIC-GP,CUST-10350001,Nov,2023,6,122
GROUP-GP,CUST-10360000,Nov,2023,40,374
CLINIC-GP,CUST-10370001,Nov,2023,7,224
CLINIC-GP,CUST-10380000,Nov,2023,9,186
CLINIC-SP,CUST-10390000,Nov,2023,2,46
GROUP-GP,CUST-10400001,Nov,2023,9,215
CLINIC-SP,CUST-10410000,Nov,2023,13,438
CLINIC-SP,CUST-10420000,Nov,2023,0,0
CLINIC-GP,CUST-10430001,Nov,2023,6,140
CLINIC-GP,CUST-10440001,Nov,2023,9,112
CLINIC-SP,CUST-10450001,Nov,2023,7,190
GROUP-GP,CUST-10460000,Nov,2023,0,0
CLINIC-SP,CUST-10470001,Nov,2023,17,228
CLINIC-GP,CUST-10480001,Nov,2023,13,122
CLINIC-GP,CUST-10490000,Nov,2023,11,110
CLINIC-SP,CUST-10500001,Nov,2023,17,337
GROUP-GP,CUST-10510000,Nov,2023,2,47
GROUP-GP,CUST-10520001,Nov,2023,58,873
CLINIC-GP,CUST-10530000,Nov,2023,21,513
CLINIC-GP,CUST-10540001,Nov,2023,12,166
CLINIC-SP,CUST-10550000,Nov,2023,12,271
CLINIC-GP,CUST-10560000,Nov,2023,22,303
CLINIC-SP,CUST-10570001,Nov,2023,4,59
CLINIC-SP,CUST-10580000,Nov,2023,6,407
CLINIC-SP,CUST-10590001,Nov,2023,8,349
GROUP-GP,CUST-10600001,Nov,2023,5,107
CLINIC-SP,CUST-10610001,Nov,2023,2,28
CLINIC-SP,CUST-10620000,Nov,2023,20,215
CLINIC-SP,CUST-10630001,Nov,2023,2,73
GROUP-GP,CUST-10640000,Nov,2023,16,278
CLINIC-SP,CUST-10650000,Nov,2023,3,102
CLINIC-GP,CUST-10660000,Nov,2023,6,274
CLINIC-SP,CUST-10670000,Nov,2023,4,296
CLINIC-SP,CUST-10680000,Nov,2023,24,872
CLINIC-SP,CUST-10690000,Nov,2023,10,286
CLINIC-GP,CUST-10700001,Nov,2023,11,202
CLINIC-GP,CUST-10710001,Nov,2023,2,44
CLINIC-GP,CUST-10720000,Nov,2023,16,205
CLINIC-GP,CUST-10730000,Nov,2023,0,0
CLINIC-SP,CUST-10740001,Nov,2023,0,0
CLINIC-SP,CUST-10750001,Nov,2023,3,116
GROUP-GP,CUST-10760001,Nov,2023,3,113
CLINIC-GP,CUST-10770001,Nov,2023,8,414
GROUP-GP,CUST-10780001,Nov,2023,2,89
CLINIC-SP,CUST-10790000,Nov,2023,11,267
CLINIC-SP,CUST-10800000,Nov,2023,4,273
CLINIC-GP,CUST-10810001,Nov,2023,0,0
CLINIC-SP,CUST-10820001,Nov,2023,3,65
CLINIC-SP,CUST-10830000,Nov,2023,9,131
CLINIC-SP,CUST-10840000,Nov,2023,6,98
CLINIC-SP,CUST-10850000,Nov,2023,0,0
CLINIC-SP,CUST-10860000,Nov,2023,3,81
CLINIC-GP,CUST-10870001,Nov,2023,4,109
GROUP-GP,CUST-10880000,Nov,2023,0,0
CLINIC-SP,CUST-10890000,Nov,2023,8,231
CLINIC-SP,CUST-10900000,Nov,2023,0,0
OTHERS,CUST-10910000,Nov,2023,0,0
GROUP-GP,CUST-10920001,Nov,2023,3,26
CLINIC-SP,CUST-10930001,Nov,2023,26,987
CLINIC-GP,CUST-10940001,Nov,2023,24,185
CLINIC-SP,CUST-10950001,Nov,2023,7,255
CLINIC-DEN,CUST-10960000,Nov,2023,4,135
CLINIC-GP,CUST-10970001,Nov,2023,0,56
OTHERS,CUST-10980001,Nov,2023,16,197
CLINIC-SP,CUST-10990001,Nov,2023,1,51
CLINIC-GP,CUST-11000001,Nov,2023,25,441
CLINIC-GP,CUST-11010001,Nov,2023,9,392
CLINIC-GP,CUST-11020000,Nov,2023,8,363
GROUP-GP,CUST-11030000,Nov,2023,6,114
CLINIC-GP,CUST-11040000,Nov,2023,6,59
CLINIC-SP,CUST-11050000,Nov,2023,2,271
CLINIC-GP,CUST-11060001,Nov,2023,20,215
CLINIC-GP,CUST-11070001,Nov,2023,2,116
CLINIC-DEN,CUST-11080000,Nov,2023,1,135
GROUP-GP,CUST-11090000,Nov,2023,0,0
CLINIC-SP,CUST-11100000,Nov,2023,3,152
CLINIC-GP,CUST-11110001,Nov,2023,5,63
GROUP-GP,CUST-11120001,Nov,2023,3,108
CLINIC-SP,CUST-11130000,Nov,2023,14,153
CLINIC-GP,CUST-11140001,Nov,2023,11,495
CLINIC-SP,CUST-11150001,Nov,2023,5,253
CLINIC-SP,CUST-11160001,Nov,2023,7,187
SUPERMARKET,CUST-11170000,Nov,2023,40,211
CLINIC-SP,CUST-11180000,Nov,2023,29,198
GROUP-GP,CUST-11190001,Nov,2023,7,229
CLINIC-SP,CUST-11200000,Nov,2023,0,0
CLINIC-GP,CUST-11210001,Nov,2023,3,65
CLINIC-GP,CUST-11220001,Nov,2023,0,0
GROUP-GP,CUST-11230000,Nov,2023,5,207
CLINIC-GP,CUST-11240001,Nov,2023,6,77
CLINIC-SP,CUST-11250001,Nov,2023,0,0
CLINIC-GP,CUST-11260001,Nov,2023,12,238
CLINIC-GP,CUST-11270001,Nov,2023,2,66
CLINIC-GP,CUST-11280001,Nov,2023,10,194
CLINIC-SP,CUST-11290001,Nov,2023,6,135
CLINIC-SP,CUST-11300001,Nov,2023,11,178
GROUP-GP,CUST-11310000,Nov,2023,4,243
CLINIC-SP,CUST-11320001,Nov,2023,4,267
CLINIC-SP,CUST-11330000,Nov,2023,0,0
CLINIC-GP,CUST-11340000,Nov,2023,8,114
CLINIC-SP,CUST-11350001,Nov,2023,1,49
CLINIC-SP,CUST-11360000,Nov,2023,38,333
CLINIC-GP,CUST-11370000,Nov,2023,3,45
OTHERS,CUST-11380000,Nov,2023,0,0
CLINIC-SP,CUST-11390001,Nov,2023,9,196
CLINIC-SP,CUST-11400000,Nov,2023,0,0
GROUP-GP,CUST-11410001,Nov,2023,5,45
CLINIC-GP,CUST-11420000,Nov,2023,1,74
CLINIC-GP,CUST-11430000,Nov,2023,6,121
CLINIC-SP,CUST-11440000,Nov,2023,0,0
CLINIC-SP,CUST-11450000,Nov,2023,8,70
CLINIC-SP,CUST-11460001,Nov,2023,9,155
CLINIC-GP,CUST-11470000,Nov,2023,2,48
CLINIC-SP,CUST-11480001,Nov,2023,3,64
CLINIC-DEN,CUST-11490000,Nov,2023,0,0
CLINIC-GP,CUST-11500001,Nov,2023,0,0
CLINIC-GP,CUST-11510001,Nov,2023,2,110
CLINIC-GP,CUST-11520000,Nov,2023,8,248
CLINIC-GP,CUST-11530001,Nov,2023,4,73
CLINIC-GP,CUST-11540000,Nov,2023,18,1339
CLINIC-GP,CUST-11550000,Nov,2023,30,394
CLINIC-SP,CUST-11560001,Nov,2023,1,115
CLINIC-SP,CUST-11570000,Nov,2023,7,499
CLINIC-GP,CUST-11580000,Nov,2023,3,134
OTHERS,CUST-11590001,Nov,2023,41,156
CLINIC-DEN,CUST-11600000,Nov,2023,13,91
CLINIC-SP,CUST-11610000,Nov,2023,0,0
CLINIC-SP,CUST-11620001,Nov,2023,2,111
CLINIC-SP,CUST-11630000,Nov,2023,4,70
CLINIC-SP,CUST-11640001,Nov,2023,27,150
GROUP-GP,CUST-11650001,Nov,2023,1,41
CLINIC-GP,CUST-11660001,Nov,2023,3,110
CLINIC-GP,CUST-11670000,Nov,2023,3,189
GROUP-GP,CUST-11680000,Nov,2023,40,246
CLINIC-SP,CUST-11690000,Nov,2023,5,154
CLINIC-SP,CUST-11700001,Nov,2023,7,418
CLINIC-GP,CUST-11710000,Nov,2023,84,271
CLINIC-GP,CUST-11720001,Nov,2023,8,47
CLINIC-SP,CUST-11730000,Nov,2023,0,0
CLINIC-GP,CUST-11740000,Nov,2023,3,233
CLINIC-DEN,CUST-11750001,Nov,2023,0,0
OTHERS,CUST-11760000,Nov,2023,12,150
GROUP-GP,CUST-11770001,Nov,2023,7,128
CLINIC-GP,CUST-11780000,Nov,2023,12,164
CLINIC-SP,CUST-11790001,Nov,2023,10,213
OTHERS,CUST-11800001,Nov,2023,0,0
