item_id,Month,Year,Qty,Sales
SKU-22570001,Jan,2024,1,20
SKU-22580000,Jan,2024,1,20
SKU-22590001,Jan,2024,0,10
SKU-22600001,Jan,2024,4,11
SKU-22610001,Jan,2024,0,0
SKU-22620001,Jan,2024,0,0
SKU-22630001,Jan,2024,4,24
SKU-22640001,Jan,2024,0,0
SKU-22650001,Jan,2024,1,15
SKU-22660000,Jan,2024,0,0
SKU-22670001,Jan,2024,0,0
SKU-22680000,Jan,2024,0,25
SKU-22690001,Jan,2024,2,7
SKU-22700000,Jan,2024,1,19
SKU-22710000,Jan,2024,0,0
SKU-22720000,Jan,2024,2,67
SKU-22730000,Jan,2024,0,0
SKU-22740000,Jan,2024,0,0
SKU-22750001,Jan,2024,3,18
SKU-22760000,Jan,2024,0,7
SKU-22770000,Jan,2024,0,0
SKU-22780001,Jan,2024,0,0
SKU-22790000,Jan,2024,0,0
SKU-22800000,Jan,2024,3,18
SKU-22810000,Jan,2024,0,0
SKU-22820000,Jan,2024,4,31
SKU-22830001,Jan,2024,0,0
SKU-22840000,Jan,2024,0,0
SKU-22850001,Jan,2024,3,6
SKU-22860001,Jan,2024,2,8
SKU-22870001,Jan,2024,1,27
SKU-22880001,Jan,2024,0,0
SKU-22890001,Jan,2024,0,0
SKU-22900000,Jan,2024,2,5
SKU-22910000,Jan,2024,0,0
SKU-22920001,Jan,2024,0,16
SKU-22930000,Jan,2024,1,6
SKU-22940001,Jan,2024,0,3
SKU-22950000,Jan,2024,0,0
SKU-22960000,Jan,2024,0,0
SKU-22970001,Jan,2024,0,0
SKU-22980000,Jan,2024,0,0
SKU-22990000,Jan,2024,0,10
SKU-23000001,Jan,2024,5,36
SKU-23010000,Jan,2024,0,13
SKU-23020000,Jan,2024,1,17
SKU-23030000,Jan,2024,1,6
SKU-23040001,Jan,2024,2,38
SKU-23050001,Jan,2024,1,3
SKU-23060000,Jan,2024,1,60
SKU-23070001,Jan,2024,1,4
SKU-23080000,Jan,2024,0,0
SKU-23090001,Jan,2024,0,38
SKU-23100001,Jan,2024,0,0
SKU-23110001,Jan,2024,2,11
SKU-23120000,Jan,2024,0,0
SKU-23130001,Jan,2024,1,31
SKU-23140000,Jan,2024,0,0
SKU-23150000,Jan,2024,0,0
SKU-23160000,Jan,2024,0,9
SKU-23170000,Jan,2024,1,4
SKU-23180001,Jan,2024,0,0
SKU-23190000,Jan,2024,0,0
SKU-23200000,Jan,2024,1,10
SKU-23210001,Jan,2024,2,17
SKU-23220001,Jan,2024,0,0
SKU-23230000,Jan,2024,0,0
SKU-23240001,Jan,2024,0,0
SKU-23250001,Jan,2024,0,0
SKU-23260001,Jan,2024,0,0
SKU-23270001,Jan,2024,0,0
SKU-23280001,Jan,2024,0,0
SKU-23290000,Jan,2024,0,2
SKU-23300000,Jan,2024,0,0
SKU-23310001,Jan,2024,0,0
SKU-23320000,Jan,2024,0,4
SKU-23330001,Jan,2024,0,0
SKU-23340001,Jan,2024,0,0
SKU-23350000,Jan,2024,0,0
SKU-23360000,Jan,2024,0,4
SKU-23370001,Jan,2024,1,83
SKU-23380001,Jan,2024,0,0
SKU-23390001,Jan,2024,0,0
SKU-23400001,Jan,2024,0,0
SKU-23410000,Jan,2024,2,57
SKU-23420001,Jan,2024,0,0
SKU-23430000,Jan,2024,0,0
SKU-23440000,Jan,2024,0,0
SKU-23450001,Jan,2024,0,0
SKU-23460001,Jan,2024,0,0
SKU-23470001,Jan,2024,0,0
SKU-23480000,Jan,2024,20,38
SKU-23490000,Jan,2024,0,0
SKU-23500001,Jan,2024,0,16
SKU-23510001,Jan,2024,0,0
SKU-23520000,Jan,2024,0,6
SKU-23530000,Jan,2024,0,0
SKU-23540001,Jan,2024,1,6
SKU-23550001,Jan,2024,1,28
SKU-23560000,Jan,2024,0,155
SKU-23570001,Jan,2024,0,0
SKU-23580001,Jan,2024,0,0
SKU-23590000,Jan,2024,8,25
SKU-23600000,Jan,2024,0,0
SKU-23610000,Jan,2024,0,0
SKU-23620000,Jan,2024,0,0
SKU-23630001,Jan,2024,2,16
SKU-23640001,Jan,2024,0,0
SKU-23650000,Jan,2024,0,0
SKU-23660001,Jan,2024,0,3
SKU-23670000,Jan,2024,1,7
SKU-23680001,Jan,2024,0,0
SKU-23690001,Jan,2024,1,19
SKU-23700001,Jan,2024,0,11
SKU-23710000,Jan,2024,0,0
SKU-23720000,Jan,2024,10,33
SKU-23730001,Jan,2024,2,2
SKU-23740000,Jan,2024,0,0
SKU-23750000,Jan,2024,0,0
SKU-23760000,Jan,2024,0,0
SKU-23770000,Jan,2024,0,0
SKU-23780000,Jan,2024,0,0
SKU-23790000,Jan,2024,0,0
SKU-23800000,Jan,2024,0,0
SKU-23810001,Jan,2024,2,93
SKU-23820001,Jan,2024,0,0
SKU-23830001,Jan,2024,0,0
SKU-23840000,Jan,2024,0,0
SKU-23850000,Jan,2024,0,0
SKU-23860000,Jan,2024,0,0
SKU-23870000,Jan,2024,0,0
SKU-23880001,Jan,2024,0,0
SKU-23890001,Jan,2024,0,0
SKU-23900001,Jan,2024,0,0
SKU-23910000,Jan,2024,0,0
SKU-23920000,Jan,2024,0,0
SKU-23930000,Jan,2024,0,0
SKU-23940001,Jan,2024,1,11
SKU-23950001,Jan,2024,0,0
SKU-23960000,Jan,2024,0,0
SKU-23970000,Jan,2024,0,0
SKU-23980000,Jan,2024,0,0
SKU-23990001,Jan,2024,0,0
SKU-24000001,Jan,2024,0,0
SKU-24010001,Jan,2024,0,0
SKU-24020000,Jan,2024,0,0
SKU-24030001,Jan,2024,1,4
SKU-24040000,Jan,2024,0,0
SKU-24050000,Jan,2024,16,19
SKU-24060000,Jan,2024,0,0
SKU-24070001,Jan,2024,0,0
SKU-24080000,Jan,2024,0,0
SKU-24090001,Jan,2024,0,0
SKU-24100000,Jan,2024,0,0
SKU-24110000,Jan,2024,0,0
SKU-24120001,Jan,2024,4,17
SKU-24130001,Jan,2024,0,0
SKU-24140001,Jan,2024,0,0
SKU-24150001,Jan,2024,0,0
SKU-24160000,Jan,2024,0,0
SKU-24170001,Jan,2024,0,0
SKU-24180000,Jan,2024,0,0
SKU-24190000,Jan,2024,1,7
SKU-24200001,Jan,2024,0,0
SKU-24210000,Jan,2024,4,14
SKU-24220001,Jan,2024,0,0
SKU-24230000,Jan,2024,0,13
SKU-24240001,Jan,2024,0,0
SKU-24250000,Jan,2024,0,0
SKU-24260000,Jan,2024,0,0
SKU-24270001,Jan,2024,0,0
SKU-24280000,Jan,2024,3,16
SKU-24290000,Jan,2024,0,0
SKU-24300000,Jan,2024,0,0
SKU-24310000,Jan,2024,0,0
SKU-24320001,Jan,2024,0,0
SKU-24330001,Jan,2024,0,0
SKU-24340001,Jan,2024,0,0
SKU-24350000,Jan,2024,1,6
SKU-24360001,Jan,2024,0,0
SKU-24370001,Jan,2024,0,0
SKU-24380001,Jan,2024,0,0
SKU-24390000,Jan,2024,0,0
SKU-24400001,Jan,2024,0,0
SKU-24410000,Jan,2024,0,0
SKU-24420000,Jan,2024,0,0
SKU-24430001,Jan,2024,0,0
SKU-24440000,Jan,2024,0,0
SKU-24450000,Jan,2024,0,0
SKU-24460001,Jan,2024,0,0
SKU-24470001,Jan,2024,0,0
SKU-24480001,Jan,2024,1,5
SKU-24490001,Jan,2024,0,3
SKU-24500001,Jan,2024,0,0
SKU-24510001,Jan,2024,0,0
SKU-24520001,Jan,2024,0,0
SKU-24530001,Jan,2024,0,0
SKU-24540000,Jan,2024,0,0
SKU-24550000,Jan,2024,2,6
SKU-24560001,Jan,2024,0,0
SKU-24570000,Jan,2024,0,0
SKU-24580000,Jan,2024,1,3
SKU-24590000,Jan,2024,0,0
SKU-24600000,Jan,2024,0,0
SKU-24610000,Jan,2024,0,0
SKU-24620000,Jan,2024,0,0
SKU-24630001,Jan,2024,0,0
SKU-24640001,Jan,2024,0,0
SKU-24650000,Jan,2024,0,0
SKU-24660000,Jan,2024,0,94
SKU-24670000,Jan,2024,0,0
SKU-24680001,Jan,2024,0,8
SKU-24690000,Jan,2024,0,2
SKU-24700000,Jan,2024,0,0
SKU-24710001,Jan,2024,0,0
SKU-24720001,Jan,2024,0,0
SKU-24730000,Jan,2024,0,0
SKU-24740001,Jan,2024,0,0
SKU-24750000,Jan,2024,0,0
SKU-24760000,Jan,2024,0,3
SKU-24770001,Jan,2024,2,21
SKU-24780000,Jan,2024,0,3
SKU-24790001,Jan,2024,0,0
SKU-24800001,Jan,2024,0,0
SKU-24810001,Jan,2024,0,0
SKU-24820000,Jan,2024,0,0
SKU-24830000,Jan,2024,0,0
SKU-24840001,Jan,2024,0,0
SKU-24850000,Jan,2024,0,0
SKU-24860000,Jan,2024,0,0
SKU-24870001,Jan,2024,1,11
SKU-24880001,Jan,2024,0,0
SKU-24890000,Jan,2024,1,16
SKU-24900001,Jan,2024,0,0
SKU-24910000,Jan,2024,0,0
SKU-24920000,Jan,2024,0,0
SKU-24930000,Jan,2024,0,2
SKU-24940000,Jan,2024,0,0
SKU-24950001,Jan,2024,0,0
SKU-24960000,Jan,2024,0,0
SKU-24970000,Jan,2024,0,0
SKU-24980001,Jan,2024,4,33
SKU-24990001,Jan,2024,0,0
SKU-25000001,Jan,2024,1,10
SKU-25010001,Jan,2024,0,0
SKU-25020001,Jan,2024,0,0
SKU-25030001,Jan,2024,0,0
SKU-25040000,Jan,2024,1,3
SKU-25050000,Jan,2024,0,0
SKU-25060000,Jan,2024,0,0
SKU-25070001,Jan,2024,0,0
SKU-25080000,Jan,2024,1,78
SKU-25090000,Jan,2024,0,4
SKU-25100001,Jan,2024,0,0
SKU-25110000,Jan,2024,1,77
SKU-25120001,Jan,2024,2,15
SKU-25130000,Jan,2024,0,0
SKU-25140000,Jan,2024,0,0
SKU-25150000,Jan,2024,0,0
SKU-25160001,Jan,2024,0,11
SKU-25170000,Jan,2024,0,0
SKU-25180000,Jan,2024,0,3
SKU-25190001,Jan,2024,0,0
SKU-25200001,Jan,2024,0,0
SKU-25210001,Jan,2024,0,0
SKU-25220000,Jan,2024,0,0
SKU-25230001,Jan,2024,0,0
SKU-25240001,Jan,2024,0,0
SKU-25250000,Jan,2024,0,0
SKU-25260000,Jan,2024,0,0
SKU-25270000,Jan,2024,0,0
SKU-25280001,Jan,2024,0,0
SKU-25290000,Jan,2024,0,0
SKU-25300001,Jan,2024,1,69
SKU-25310000,Jan,2024,0,0
SKU-25320000,Jan,2024,0,0
SKU-25330000,Jan,2024,0,0
SKU-25340001,Jan,2024,0,0
SKU-25350000,Jan,2024,0,0
SKU-25360001,Jan,2024,1,6
SKU-25370001,Jan,2024,0,5
SKU-25380000,Jan,2024,0,3
SKU-25390001,Jan,2024,0,0
SKU-25400001,Jan,2024,0,0
SKU-25410001,Jan,2024,0,0
SKU-25420000,Jan,2024,0,0
SKU-25430001,Jan,2024,0,0
SKU-25440001,Jan,2024,0,0
SKU-25450000,Jan,2024,0,0
SKU-25460000,Jan,2024,0,0
SKU-25470000,Jan,2024,0,0
SKU-25480001,Jan,2024,0,0
SKU-25490000,Jan,2024,0,0
SKU-25500000,Jan,2024,0,0
SKU-25510001,Jan,2024,0,0
SKU-25520000,Jan,2024,0,0
SKU-25530000,Jan,2024,0,0
SKU-25540000,Jan,2024,0,6
SKU-25550001,Jan,2024,0,0
SKU-25560001,Jan,2024,0,0
SKU-25570001,Jan,2024,0,0
SKU-25580000,Jan,2024,0,0
SKU-25590000,Jan,2024,0,0
SKU-25600001,Jan,2024,0,0
SKU-25610001,Jan,2024,0,0
SKU-25620000,Jan,2024,0,0
SKU-25630001,Jan,2024,0,0
SKU-25640000,Jan,2024,0,0
SKU-25650001,Jan,2024,2,33
SKU-25660001,Jan,2024,0,0
SKU-25670000,Jan,2024,0,0
SKU-25680001,Jan,2024,0,0
SKU-25690001,Jan,2024,0,12
SKU-25700000,Jan,2024,0,0
SKU-25710001,Jan,2024,1,2
SKU-25720001,Jan,2024,0,0
SKU-25730000,Jan,2024,0,0
SKU-25740000,Jan,2024,0,0
SKU-25750000,Jan,2024,2,28
SKU-25760001,Jan,2024,3,14
SKU-25770000,Jan,2024,0,0
SKU-25780000,Jan,2024,0,0
SKU-25790000,Jan,2024,0,0
SKU-25800000,Jan,2024,0,0
SKU-25810001,Jan,2024,0,0
SKU-25820001,Jan,2024,0,0
SKU-25830001,Jan,2024,0,0
SKU-25840000,Jan,2024,0,0
SKU-25850001,Jan,2024,0,0
SKU-25860001,Jan,2024,0,0
SKU-25870001,Jan,2024,0,0
SKU-25880001,Jan,2024,0,10
SKU-25890000,Jan,2024,0,0
SKU-25900000,Jan,2024,0,0
SKU-25910001,Jan,2024,0,0
SKU-25920001,Jan,2024,0,0
SKU-25930001,Jan,2024,0,0
SKU-25940001,Jan,2024,0,0
SKU-25950000,Jan,2024,0,0
SKU-25960001,Jan,2024,0,0
SKU-25970000,Jan,2024,0,0
SKU-25980000,Jan,2024,0,0
SKU-25990001,Jan,2024,0,0
SKU-26000001,Jan,2024,0,0
SKU-26010001,Jan,2024,0,0
SKU-26020001,Jan,2024,0,0
SKU-26030000,Jan,2024,0,0
SKU-26040000,Jan,2024,0,0
SKU-26050001,Jan,2024,0,0
SKU-26060001,Jan,2024,0,0
SKU-26070000,Jan,2024,0,0
SKU-26080000,Jan,2024,0,0
SKU-26090001,Jan,2024,0,0
SKU-26100001,Jan,2024,0,0
SKU-26110000,Jan,2024,0,0
SKU-26120000,Jan,2024,0,0
SKU-26130001,Jan,2024,0,0
SKU-26140001,Jan,2024,0,0
SKU-26150001,Jan,2024,0,0
SKU-26160000,Jan,2024,0,0
SKU-26170000,Jan,2024,0,0
SKU-26180000,Jan,2024,0,0
SKU-26190001,Jan,2024,0,0
SKU-26200001,Jan,2024,0,0
SKU-26210000,Jan,2024,0,0
SKU-26220000,Jan,2024,0,10
SKU-26230000,Jan,2024,1,2
SKU-26240001,Jan,2024,0,0
SKU-26250000,Jan,2024,0,0
SKU-26260001,Jan,2024,0,0
SKU-26270001,Jan,2024,0,0
SKU-26280000,Jan,2024,0,0
SKU-26290001,Jan,2024,0,0
SKU-26300000,Jan,2024,0,0
SKU-26310001,Jan,2024,0,0
SKU-26320000,Jan,2024,0,0
SKU-26330000,Jan,2024,0,0
SKU-26340001,Jan,2024,0,0
SKU-26350000,Jan,2024,0,0
SKU-26360000,Jan,2024,0,0
SKU-26370000,Jan,2024,0,36
SKU-26380001,Jan,2024,0,0
SKU-26390000,Jan,2024,0,0
SKU-26400000,Jan,2024,0,0
SKU-26410001,Jan,2024,0,0
SKU-26420000,Jan,2024,1,6
SKU-26430000,Jan,2024,1,8
SKU-26440001,Jan,2024,0,0
SKU-26450000,Jan,2024,0,0
SKU-26460000,Jan,2024,0,0
SKU-26470001,Jan,2024,0,0
SKU-26480001,Jan,2024,0,0
SKU-26490001,Jan,2024,0,0
SKU-26500000,Jan,2024,0,0
SKU-26510000,Jan,2024,0,1
SKU-26520001,Jan,2024,0,0
SKU-26530000,Jan,2024,1,7
SKU-26540001,Jan,2024,0,0
SKU-26550000,Jan,2024,0,0
SKU-26560000,Jan,2024,0,0
SKU-26570001,Jan,2024,0,0
SKU-26580001,Jan,2024,0,0
SKU-26590001,Jan,2024,0,0
SKU-26600001,Jan,2024,0,0
SKU-26610001,Jan,2024,0,0
SKU-26620000,Jan,2024,0,0
SKU-26630001,Jan,2024,0,0
SKU-26640001,Jan,2024,0,0
SKU-26650000,Jan,2024,0,0
SKU-26660001,Jan,2024,0,0
SKU-26670001,Jan,2024,0,0
SKU-26680000,Jan,2024,0,0
SKU-26690000,Jan,2024,0,0
SKU-26700000,Jan,2024,0,0
SKU-26710001,Jan,2024,0,0
SKU-26720001,Jan,2024,0,0
SKU-26730000,Jan,2024,0,0
SKU-26740001,Jan,2024,0,0
SKU-26750000,Jan,2024,0,0
SKU-26760001,Jan,2024,0,0
SKU-26770001,Jan,2024,0,0
SKU-26780001,Jan,2024,0,0
SKU-26790001,Jan,2024,0,0
SKU-26800000,Jan,2024,0,0
SKU-26810000,Jan,2024,0,0
SKU-26820000,Jan,2024,0,0
SKU-26830000,Jan,2024,0,0
SKU-26840000,Jan,2024,0,0
SKU-26850000,Jan,2024,0,0
SKU-26860000,Jan,2024,0,0
SKU-26870001,Jan,2024,0,0
SKU-26880001,Jan,2024,0,0
SKU-26890000,Jan,2024,0,0
SKU-26900001,Jan,2024,0,0
SKU-26910001,Jan,2024,0,0
SKU-26920001,Jan,2024,0,0
SKU-26930000,Jan,2024,1,4
SKU-26940001,Jan,2024,0,0
SKU-26950001,Jan,2024,0,0
SKU-26960001,Jan,2024,0,0
SKU-26970001,Jan,2024,0,0
SKU-26980000,Jan,2024,0,0
SKU-26990000,Jan,2024,0,0
SKU-27000001,Jan,2024,0,0
SKU-27010000,Jan,2024,0,0
SKU-27020001,Jan,2024,0,0
SKU-27030001,Jan,2024,0,0
SKU-27040000,Jan,2024,0,0
SKU-27050000,Jan,2024,0,0
SKU-27060000,Jan,2024,1,6
SKU-27070000,Jan,2024,1,23
SKU-27080001,Jan,2024,0,0
SKU-27090000,Jan,2024,0,0
SKU-27100001,Jan,2024,0,0
SKU-27110001,Jan,2024,0,0
SKU-27120000,Jan,2024,0,0
SKU-27130001,Jan,2024,7,14
SKU-27140001,Jan,2024,0,0
SKU-27150001,Jan,2024,0,0
SKU-27160001,Jan,2024,0,0
SKU-27170000,Jan,2024,0,0
SKU-27180001,Jan,2024,0,0
SKU-27190001,Jan,2024,0,0
SKU-27200000,Jan,2024,0,1
SKU-27210000,Jan,2024,0,0
SKU-27220000,Jan,2024,0,0
SKU-27230001,Jan,2024,0,0
SKU-27240001,Jan,2024,0,0
SKU-27250000,Jan,2024,0,0
SKU-27260001,Jan,2024,0,0
SKU-27270001,Jan,2024,0,0
SKU-27280001,Jan,2024,0,0
SKU-27290000,Jan,2024,0,0
SKU-27300000,Jan,2024,0,0
SKU-27310000,Jan,2024,0,0
SKU-27320000,Jan,2024,0,4
SKU-27330000,Jan,2024,0,0
SKU-27340001,Jan,2024,0,0
SKU-27350000,Jan,2024,0,0
SKU-27360001,Jan,2024,0,4
SKU-27370000,Jan,2024,0,0
SKU-27380001,Jan,2024,0,0
SKU-27390001,Jan,2024,0,0
SKU-27400001,Jan,2024,0,0
SKU-27410000,Jan,2024,0,0
SKU-27420001,Jan,2024,0,0
SKU-27430000,Jan,2024,0,0
SKU-27440000,Jan,2024,1,10
SKU-27450001,Jan,2024,0,0
SKU-27460001,Jan,2024,0,0
SKU-27470000,Jan,2024,0,3
SKU-27480000,Jan,2024,0,0
SKU-27490000,Jan,2024,0,13
SKU-27500000,Jan,2024,0,2
SKU-27510000,Jan,2024,0,0
SKU-27520001,Jan,2024,0,0
SKU-27530000,Jan,2024,0,0
SKU-27540001,Jan,2024,0,0
SKU-27550000,Jan,2024,0,0
SKU-27560001,Jan,2024,0,0
SKU-27570001,Jan,2024,0,0
SKU-27580000,Jan,2024,0,0
SKU-27590000,Jan,2024,0,0
SKU-27600000,Jan,2024,0,0
SKU-27610000,Jan,2024,0,0
SKU-27620000,Jan,2024,0,0
SKU-27630000,Jan,2024,0,0
SKU-27640001,Jan,2024,0,0
SKU-27650001,Jan,2024,0,0
SKU-27660001,Jan,2024,0,0
SKU-27670001,Jan,2024,0,0
SKU-27680001,Jan,2024,0,0
SKU-27690001,Jan,2024,0,0
SKU-27700000,Jan,2024,0,2
SKU-27710000,Jan,2024,2,7
SKU-27720000,Jan,2024,0,0
SKU-27730000,Jan,2024,0,0
SKU-27740000,Jan,2024,0,0
SKU-27750000,Jan,2024,0,0
SKU-27760000,Jan,2024,0,6
SKU-27770001,Jan,2024,0,0
SKU-27780001,Jan,2024,0,0
SKU-27790000,Jan,2024,0,0
SKU-27800001,Jan,2024,0,0
SKU-27810000,Jan,2024,0,0
SKU-27820000,Jan,2024,0,0
SKU-27830001,Jan,2024,0,0
SKU-27840001,Jan,2024,0,0
SKU-27850001,Jan,2024,0,0
SKU-27860001,Jan,2024,0,0
SKU-27870001,Jan,2024,0,0
SKU-27880001,Jan,2024,0,0
SKU-27890000,Jan,2024,0,0
SKU-27900001,Jan,2024,0,0
SKU-27910000,Jan,2024,0,0
SKU-27920000,Jan,2024,0,0
SKU-27930001,Jan,2024,0,0
SKU-27940001,Jan,2024,0,0
SKU-27950000,Jan,2024,0,0
SKU-27960000,Jan,2024,0,0
SKU-27970000,Jan,2024,0,0
SKU-27980001,Jan,2024,0,0
SKU-27990000,Jan,2024,0,0
SKU-28000000,Jan,2024,0,0
SKU-28010001,Jan,2024,0,0
SKU-28020000,Jan,2024,0,0
SKU-28030000,Jan,2024,0,0
SKU-28040001,Jan,2024,0,0
SKU-28050000,Jan,2024,0,0
SKU-28060001,Jan,2024,0,0
SKU-28070000,Jan,2024,0,0
SKU-28080000,Jan,2024,0,0
SKU-28090001,Jan,2024,0,0
SKU-28100001,Jan,2024,0,0
SKU-28110000,Jan,2024,0,0
SKU-28120001,Jan,2024,0,0
SKU-28130000,Jan,2024,0,0
SKU-28140000,Jan,2024,0,0
SKU-28150000,Jan,2024,0,0
SKU-28160001,Jan,2024,0,0
SKU-28170000,Jan,2024,0,0
SKU-30000,Feb,2024,354,14850
SKU-40000,Feb,2024,66,11456
SKU-50000,Feb,2024,162,10518
SKU-60000,Feb,2024,1528,12944
SKU-70001,Feb,2024,2998,24750
SKU-80000,Feb,2024,214,11523
SKU-90000,Feb,2024,20,8453
SKU-100000,Feb,2024,771,5928
SKU-110000,Feb,2024,125,9365
SKU-120001,Feb,2024,83,11809
SKU-130000,Feb,2024,65,8847
SKU-140000,Feb,2024,189,8233
SKU-150001,Feb,2024,116,9229
SKU-160001,Feb,2024,0,0
SKU-170000,Feb,2024,150,8612
SKU-180001,Feb,2024,110,8210
SKU-190000,Feb,2024,33,4665
SKU-200000,Feb,2024,100,4937
SKU-210001,Feb,2024,87,6079
SKU-220000,Feb,2024,671,5419
SKU-230001,Feb,2024,26,5095
SKU-240001,Feb,2024,195,5461
SKU-250001,Feb,2024,202,4634
SKU-260001,Feb,2024,1397,11742
SKU-270001,Feb,2024,563,5408
SKU-280000,Feb,2024,103,8768
SKU-290000,Feb,2024,100,4826
SKU-300000,Feb,2024,37,3654
SKU-310000,Feb,2024,260,21069
SKU-320000,Feb,2024,273,4888
SKU-330001,Feb,2024,225,5381
SKU-340001,Feb,2024,78,4885
SKU-350001,Feb,2024,21,5587
SKU-360000,Feb,2024,43,5279
SKU-370000,Feb,2024,73,5320
SKU-380000,Feb,2024,358,5662
SKU-390001,Feb,2024,117,5088
SKU-400001,Feb,2024,34,4003
SKU-410001,Feb,2024,152,3686
SKU-420001,Feb,2024,135,3784
SKU-430001,Feb,2024,54,3568
SKU-440001,Feb,2024,71,4614
SKU-450001,Feb,2024,135,3253
SKU-460000,Feb,2024,49,5545
SKU-470001,Feb,2024,74,2854
SKU-480001,Feb,2024,19,3137
SKU-490000,Feb,2024,189,5620
SKU-500000,Feb,2024,35,6189
SKU-510000,Feb,2024,71,2740
SKU-520001,Feb,2024,256,4532
SKU-530000,Feb,2024,21,3712
SKU-540001,Feb,2024,269,5127
SKU-550000,Feb,2024,25,4457
SKU-560001,Feb,2024,18,3294
SKU-570000,Feb,2024,74,5089
SKU-580000,Feb,2024,43,4829
SKU-590000,Feb,2024,58,4897
SKU-600001,Feb,2024,125,2610
SKU-610001,Feb,2024,80,3123
SKU-620001,Feb,2024,14,2739
SKU-630000,Feb,2024,68,2783
SKU-640001,Feb,2024,17,2383
SKU-650001,Feb,2024,391,4632
SKU-660001,Feb,2024,96,3660
SKU-670000,Feb,2024,17,2134
SKU-680001,Feb,2024,358,2954
SKU-690001,Feb,2024,96,3675
SKU-700001,Feb,2024,207,2322
SKU-710001,Feb,2024,57,2765
SKU-720000,Feb,2024,18,2715
SKU-730000,Feb,2024,44,3433
SKU-740001,Feb,2024,193,2497
SKU-750000,Feb,2024,348,2954
SKU-760000,Feb,2024,53,2687
SKU-770001,Feb,2024,41,2536
SKU-780000,Feb,2024,51,2574
SKU-790000,Feb,2024,0,0
SKU-800000,Feb,2024,33,2430
SKU-810000,Feb,2024,6,2416
SKU-820000,Feb,2024,49,2391
SKU-830001,Feb,2024,140,2657
SKU-840001,Feb,2024,163,2882
SKU-850000,Feb,2024,175,2205
SKU-860001,Feb,2024,21,1786
SKU-870000,Feb,2024,71,1817
SKU-880000,Feb,2024,64,2695
SKU-890000,Feb,2024,135,2791
SKU-900000,Feb,2024,71,2638
SKU-910001,Feb,2024,35,2427
SKU-920001,Feb,2024,86,3030
SKU-930000,Feb,2024,85,2721
SKU-940000,Feb,2024,53,3157
SKU-950001,Feb,2024,41,2447
SKU-960000,Feb,2024,34,3480
SKU-970000,Feb,2024,16,2709
SKU-980000,Feb,2024,108,1834
SKU-990000,Feb,2024,47,1856
SKU-1000000,Feb,2024,33,2066
SKU-1010001,Feb,2024,204,2549
SKU-1020001,Feb,2024,124,2736
SKU-1030000,Feb,2024,60,2257
SKU-1040001,Feb,2024,6,1723
SKU-1050001,Feb,2024,8,1572
SKU-1060000,Feb,2024,82,3065
SKU-1070001,Feb,2024,96,2700
SKU-1080000,Feb,2024,34,3418
SKU-1090001,Feb,2024,16,3529
SKU-1100000,Feb,2024,73,3008
SKU-1110001,Feb,2024,20,2131
SKU-1120001,Feb,2024,28,1538
SKU-1130000,Feb,2024,29,2008
SKU-1140001,Feb,2024,21,3025
SKU-1150000,Feb,2024,8,775
SKU-1160001,Feb,2024,52,1999
SKU-1170000,Feb,2024,44,1358
SKU-1180001,Feb,2024,12,1397
SKU-1190000,Feb,2024,22,1964
SKU-1200001,Feb,2024,303,3341
SKU-1210001,Feb,2024,55,2560
SKU-1220001,Feb,2024,380,4235
SKU-1230000,Feb,2024,35,2776
SKU-1240000,Feb,2024,16,1730
SKU-1250000,Feb,2024,25,2350
SKU-1260000,Feb,2024,33,2155
SKU-1270001,Feb,2024,32,1935
SKU-1280000,Feb,2024,82,1476
SKU-1290000,Feb,2024,5,1966
SKU-1300000,Feb,2024,305,1852
SKU-1310000,Feb,2024,68,2079
SKU-1320001,Feb,2024,168,2442
SKU-1330001,Feb,2024,0,0
SKU-1340001,Feb,2024,429,2127
SKU-1350001,Feb,2024,207,3045
SKU-1360000,Feb,2024,25,1550
SKU-1370001,Feb,2024,148,3299
SKU-1380001,Feb,2024,91,1723
SKU-1390000,Feb,2024,175,2497
SKU-1400000,Feb,2024,109,1908
SKU-1410000,Feb,2024,60,2362
SKU-1420001,Feb,2024,16,1314
SKU-1430001,Feb,2024,44,1858
SKU-1440000,Feb,2024,93,2308
SKU-1450001,Feb,2024,99,2083
SKU-1460001,Feb,2024,29,1926
SKU-1470000,Feb,2024,215,2625
SKU-1480000,Feb,2024,0,0
SKU-1490000,Feb,2024,61,1480
SKU-1500000,Feb,2024,46,1989
SKU-1510001,Feb,2024,47,1532
SKU-1520000,Feb,2024,96,1200
SKU-1530000,Feb,2024,27,1713
SKU-1540001,Feb,2024,57,1652
SKU-1550001,Feb,2024,240,1938
SKU-1560000,Feb,2024,22,1217
SKU-1570001,Feb,2024,26,1873
SKU-1580001,Feb,2024,72,1756
SKU-1590001,Feb,2024,42,1517
SKU-1600001,Feb,2024,7,1367
SKU-1610001,Feb,2024,8,2231
SKU-1620000,Feb,2024,312,2215
SKU-1630001,Feb,2024,382,3248
SKU-1640000,Feb,2024,25,1437
SKU-1650000,Feb,2024,100,1552
SKU-1660000,Feb,2024,13,1605
SKU-1670001,Feb,2024,130,1866
SKU-1680000,Feb,2024,22,1486
SKU-1690001,Feb,2024,122,2421
SKU-1700001,Feb,2024,13,807
SKU-1710001,Feb,2024,14,1164
SKU-1720001,Feb,2024,56,2623
SKU-1730000,Feb,2024,55,1205
